BudgetBookVersion	ObjectCode	BudgetYear	DataVersion	DataValue
2019/20	EMPLOYER OVERHEAD	2017/18	ACTUAL	75881
2019/20	EMPLOYER OVERHEAD	2018/19	ORIGINAL	78920
2019/20	EMPLOYER OVERHEAD	2018/19	REVISED	77973
2019/20	EMPLOYER OVERHEAD	2019/20	ESTIMATE	79406
2019/20	OTHER PERSONNEL COSTS	2017/18	ACTUAL	4722
2019/20	OTHER PERSONNEL COSTS	2018/19	ORIGINAL	5784
2019/20	OTHER PERSONNEL COSTS	2018/19	REVISED	5767
2019/20	OTHER PERSONNEL COSTS	2019/20	ESTIMATE	5643
2019/20	TRAINING	2017/18	ACTUAL	2492
2019/20	TRAINING	2018/19	ORIGINAL	3462
2019/20	TRAINING	2018/19	REVISED	3202
2019/20	TRAINING	2019/20	ESTIMATE	3594
2019/20	TRANSPORT	2017/18	ACTUAL	2390
2019/20	TRANSPORT	2018/19	ORIGINAL	4397
2019/20	TRANSPORT	2018/19	REVISED	2392
2019/20	TRANSPORT	2019/20	ESTIMATE	4348
2019/20	TRAVEL	2017/18	ACTUAL	2043
2019/20	TRAVEL	2018/19	ORIGINAL	3045
2019/20	TRAVEL	2018/19	REVISED	2895
2019/20	TRAVEL	2019/20	ESTIMATE	3408
2019/20	COMMUNICATIONS	2017/18	ACTUAL	6250
2019/20	COMMUNICATIONS	2018/19	ORIGINAL	7145
2019/20	COMMUNICATIONS	2018/19	REVISED	7092
2019/20	COMMUNICATIONS	2019/20	ESTIMATE	7201
2019/20	ADVERTISING & PROMOTION	2017/18	ACTUAL	1631
2019/20	ADVERTISING & PROMOTION	2018/19	ORIGINAL	2490
2019/20	ADVERTISING & PROMOTION	2018/19	REVISED	2363
2019/20	ADVERTISING & PROMOTION	2019/20	ESTIMATE	2395
2019/20	PROFESSIONAL SERVICES	2017/18	ACTUAL	41184
2019/20	PROFESSIONAL SERVICES	2018/19	ORIGINAL	49554
2019/20	PROFESSIONAL SERVICES	2018/19	REVISED	49177
2019/20	PROFESSIONAL SERVICES	2019/20	ESTIMATE	44006
2019/20	RENTALS	2017/18	ACTUAL	11639
2019/20	RENTALS	2018/19	ORIGINAL	12091
2019/20	RENTALS	2018/19	REVISED	12029
2019/20	RENTALS	2019/20	ESTIMATE	11977
2019/20	REPAIR AND MAINTENANCE	2017/18	ACTUAL	16417
2019/20	REPAIR AND MAINTENANCE	2018/19	ORIGINAL	19467
2019/20	REPAIR AND MAINTENANCE	2018/19	REVISED	18570
2019/20	REPAIR AND MAINTENANCE	2019/20	ESTIMATE	19781
2019/20	INSURANCE	2017/18	ACTUAL	8003
2019/20	INSURANCE	2018/19	ORIGINAL	9008
2019/20	INSURANCE	2018/19	REVISED	10293
2019/20	INSURANCE	2019/20	ESTIMATE	8907
2019/20	ENERGY	2017/18	ACTUAL	14513
2019/20	ENERGY	2018/19	ORIGINAL	16512
2019/20	ENERGY	2018/19	REVISED	13739
2019/20	ENERGY	2019/20	ESTIMATE	16510
2019/20	CLOTHING, UNIFORMS, LAUNDRY	2017/18	ACTUAL	1486
2019/20	CLOTHING, UNIFORMS, LAUNDRY	2018/19	ORIGINAL	1124
2019/20	CLOTHING, UNIFORMS, LAUNDRY	2018/19	REVISED	1014
2019/20	CLOTHING, UNIFORMS, LAUNDRY	2019/20	ESTIMATE	1098
2019/20	MATERIALS & SUPPLIES	2017/18	ACTUAL	19971
2019/20	MATERIALS & SUPPLIES	2018/19	ORIGINAL	23165
2019/20	MATERIALS & SUPPLIES	2018/19	REVISED	21844
2019/20	MATERIALS & SUPPLIES	2019/20	ESTIMATE	23415
2019/20	EQUIPMENT PURCHASES	2017/18	ACTUAL	778
2019/20	EQUIPMENT PURCHASES	2018/19	ORIGINAL	552
2019/20	EQUIPMENT PURCHASES	2018/19	REVISED	508
2019/20	EQUIPMENT PURCHASES	2019/20	ESTIMATE	605
2019/20	OTHER EXPENSES	2017/18	ACTUAL	5262
2019/20	OTHER EXPENSES	2018/19	ORIGINAL	2924
2019/20	OTHER EXPENSES	2018/19	REVISED	3979
2019/20	OTHER EXPENSES	2019/20	ESTIMATE	3069
2019/20	RECEIPTS TO CREDITED TO PROGRAM	2017/18	ACTUAL	0
2019/20	RECEIPTS TO CREDITED TO PROGRAM	2018/19	ORIGINAL	-21339
2019/20	RECEIPTS TO CREDITED TO PROGRAM	2018/19	REVISED	-12193
2019/20	RECEIPTS TO CREDITED TO PROGRAM	2019/20	ESTIMATE	-21955
2019/20	TRANSFERS & OTHER FUNDS	2017/18	ACTUAL	62098
2019/20	TRANSFERS & OTHER FUNDS	2018/19	ORIGINAL	64223
2019/20	TRANSFERS & OTHER FUNDS	2018/19	REVISED	64223
2019/20	TRANSFERS & OTHER FUNDS	2019/20	ESTIMATE	0
2019/20	GOVT. GRANTS & CONTRIBUTIONS	2017/18	ACTUAL	308311
2019/20	GOVT. GRANTS & CONTRIBUTIONS	2018/19	ORIGINAL	316565
2019/20	GOVT. GRANTS & CONTRIBUTIONS	2018/19	REVISED	326301
2019/20	GOVT. GRANTS & CONTRIBUTIONS	2019/20	ESTIMATE	314435
2019/20	DEBT CHARGES	2017/18	ACTUAL	117911
2019/20	DEBT CHARGES	2018/19	ORIGINAL	124050
2019/20	DEBT CHARGES	2018/19	REVISED	124050
2019/20	DEBT CHARGES	2019/20	ESTIMATE	116550
2018/19	SALARIES	2016/17	ACTUAL	287833
2018/19	SALARIES	2017/18	ORIGINAL	321230
2018/19	SALARIES	2017/18	REVISED	316673
2018/19	SALARIES	2018/19	ESTIMATE	326048
2018/19	WAGES	2016/17	ACTUAL	78709
2018/19	WAGES	2017/18	ORIGINAL	69141
2018/19	WAGES	2017/18	REVISED	66178
2018/19	WAGES	2018/19	ESTIMATE	68165
2018/19	EMPLOYER OVERHEAD	2016/17	ACTUAL	76866
2018/19	EMPLOYER OVERHEAD	2017/18	ORIGINAL	78588
2018/19	EMPLOYER OVERHEAD	2017/18	REVISED	76637
2018/19	EMPLOYER OVERHEAD	2018/19	ESTIMATE	78920
2018/19	OTHER PERSONNEL COSTS	2016/17	ACTUAL	5356
2018/19	OTHER PERSONNEL COSTS	2017/18	ORIGINAL	6368
2018/19	OTHER PERSONNEL COSTS	2017/18	REVISED	5911
2018/19	OTHER PERSONNEL COSTS	2018/19	ESTIMATE	5784
2018/19	TRAINING	2016/17	ACTUAL	1665
2018/19	TRAINING	2017/18	ORIGINAL	3304
2018/19	TRAINING	2017/18	REVISED	3015
2018/19	TRAINING	2018/19	ESTIMATE	3462
2018/19	TRANSPORT	2016/17	ACTUAL	5209
2018/19	TRANSPORT	2017/18	ORIGINAL	5153
2018/19	TRANSPORT	2017/18	REVISED	4178
2018/19	TRANSPORT	2018/19	ESTIMATE	4397
2018/19	TRAVEL	2016/17	ACTUAL	2325
2018/19	TRAVEL	2017/18	ORIGINAL	3010
2018/19	TRAVEL	2017/18	REVISED	2975
2018/19	TRAVEL	2018/19	ESTIMATE	3045
2018/19	COMMUNICATIONS	2016/17	ACTUAL	6581
2018/19	COMMUNICATIONS	2017/18	ORIGINAL	7097
2018/19	COMMUNICATIONS	2017/18	REVISED	7001
2018/19	COMMUNICATIONS	2018/19	ESTIMATE	7145
2018/19	ADVERTISING & PROMOTION	2016/17	ACTUAL	2076
2018/19	ADVERTISING & PROMOTION	2017/18	ORIGINAL	2389
2018/19	ADVERTISING & PROMOTION	2017/18	REVISED	2281
2018/19	ADVERTISING & PROMOTION	2018/19	ESTIMATE	2490
2018/19	PROFESSIONAL SERVICES	2016/17	ACTUAL	57067
2018/19	PROFESSIONAL SERVICES	2017/18	ORIGINAL	49985
2018/19	PROFESSIONAL SERVICES	2017/18	REVISED	50091
2018/19	PROFESSIONAL SERVICES	2018/19	ESTIMATE	49554
2018/19	RENTALS	2016/17	ACTUAL	13424
2018/19	RENTALS	2017/18	ORIGINAL	12755
2018/19	RENTALS	2017/18	REVISED	13085
2018/19	RENTALS	2018/19	ESTIMATE	12091
2018/19	REPAIR AND MAINTENANCE	2016/17	ACTUAL	16396
2018/19	REPAIR AND MAINTENANCE	2017/18	ORIGINAL	19411
2018/19	REPAIR AND MAINTENANCE	2017/18	REVISED	18716
2018/19	REPAIR AND MAINTENANCE	2018/19	ESTIMATE	19467
2018/19	INSURANCE	2016/17	ACTUAL	10948
2018/19	INSURANCE	2017/18	ORIGINAL	9121
2018/19	INSURANCE	2017/18	REVISED	8748
2018/19	INSURANCE	2018/19	ESTIMATE	9008
2018/19	ENERGY	2016/17	ACTUAL	16676
2018/19	ENERGY	2017/18	ORIGINAL	16608
2018/19	ENERGY	2017/18	REVISED	15798
2018/19	ENERGY	2018/19	ESTIMATE	16512
2018/19	CLOTHING, UNIFORMS, LAUNDRY	2016/17	ACTUAL	1266
2018/19	CLOTHING, UNIFORMS, LAUNDRY	2017/18	ORIGINAL	1146
2018/19	CLOTHING, UNIFORMS, LAUNDRY	2017/18	REVISED	1100
2018/19	CLOTHING, UNIFORMS, LAUNDRY	2018/19	ESTIMATE	1124
2018/19	MATERIALS & SUPPLIES	2016/17	ACTUAL	21767
2018/19	MATERIALS & SUPPLIES	2017/18	ORIGINAL	23928
2018/19	MATERIALS & SUPPLIES	2017/18	REVISED	23201
2018/19	MATERIALS & SUPPLIES	2018/19	ESTIMATE	23165
2018/19	EQUIPMENT PURCHASES	2016/17	ACTUAL	1961
2018/19	EQUIPMENT PURCHASES	2017/18	ORIGINAL	563
2018/19	EQUIPMENT PURCHASES	2017/18	REVISED	637
2018/19	EQUIPMENT PURCHASES	2018/19	ESTIMATE	552
2018/19	OTHER EXPENSES	2016/17	ACTUAL	7305
2018/19	OTHER EXPENSES	2017/18	ORIGINAL	3488
2018/19	OTHER EXPENSES	2017/18	REVISED	3616
2018/19	OTHER EXPENSES	2018/19	ESTIMATE	2924
2018/19	RECEIPTS TO CREDITED TO PROGRAM	2016/17	ACTUAL	0
2018/19	RECEIPTS TO CREDITED TO PROGRAM	2017/18	ORIGINAL	-21272
2018/19	RECEIPTS TO CREDITED TO PROGRAM	2017/18	REVISED	-17413
2018/19	RECEIPTS TO CREDITED TO PROGRAM	2018/19	ESTIMATE	-21339
2018/19	TRANSFERS & OTHER FUNDS	2016/17	ACTUAL	58375
2018/19	TRANSFERS & OTHER FUNDS	2017/18	ORIGINAL	62085
2018/19	TRANSFERS & OTHER FUNDS	2017/18	REVISED	62085
2018/19	TRANSFERS & OTHER FUNDS	2018/19	ESTIMATE	64223
2018/19	GOVT. GRANTS & CONTRIBUTIONS	2016/17	ACTUAL	300899
2018/19	GOVT. GRANTS & CONTRIBUTIONS	2017/18	ORIGINAL	311428
2018/19	GOVT. GRANTS & CONTRIBUTIONS	2017/18	REVISED	319054
2018/19	GOVT. GRANTS & CONTRIBUTIONS	2018/19	ESTIMATE	316565
2018/19	DEBT CHARGES	2016/17	ACTUAL	120640
2018/19	DEBT CHARGES	2017/18	ORIGINAL	124050
2018/19	DEBT CHARGES	2017/18	REVISED	119550
2018/19	DEBT CHARGES	2018/19	ESTIMATE	124050
2017/18	SALARIES	2015/16	ACTUAL	295881
2017/18	SALARIES	2016/17	ORIGINAL	317916
2017/18	SALARIES	2016/17	REVISED	316972
2017/18	SALARIES	2017/18	ESTIMATE	321230
2017/18	WAGES	2015/16	ACTUAL	75910
2017/18	WAGES	2016/17	ORIGINAL	68605
2017/18	WAGES	2016/17	REVISED	65521
2017/18	WAGES	2017/18	ESTIMATE	69141
2017/18	EMPLOYER OVERHEAD	2015/16	ACTUAL	69157
2017/18	EMPLOYER OVERHEAD	2016/17	ORIGINAL	78511
2017/18	EMPLOYER OVERHEAD	2016/17	REVISED	77514
2017/18	EMPLOYER OVERHEAD	2017/18	ESTIMATE	78588
2017/18	OTHER PERSONNEL COSTS	2015/16	ACTUAL	5238
2017/18	OTHER PERSONNEL COSTS	2016/17	ORIGINAL	6240
2017/18	OTHER PERSONNEL COSTS	2016/17	REVISED	6887
2017/18	OTHER PERSONNEL COSTS	2017/18	ESTIMATE	6368
2017/18	TRAINING	2015/16	ACTUAL	1867
2017/18	TRAINING	2016/17	ORIGINAL	3005
2017/18	TRAINING	2016/17	REVISED	2737
2017/18	TRAINING	2017/18	ESTIMATE	3304
2017/18	TRANSPORT	2015/16	ACTUAL	3625
2017/18	TRANSPORT	2016/17	ORIGINAL	1862
2017/18	TRANSPORT	2016/17	REVISED	5303
2017/18	TRANSPORT	2017/18	ESTIMATE	5153
2017/18	TRAVEL	2015/16	ACTUAL	2620
2017/18	TRAVEL	2016/17	ORIGINAL	3026
2017/18	TRAVEL	2016/17	REVISED	3135
2017/18	TRAVEL	2017/18	ESTIMATE	3010
2017/18	COMMUNICATIONS	2015/16	ACTUAL	6458
2017/18	COMMUNICATIONS	2016/17	ORIGINAL	7362
2017/18	COMMUNICATIONS	2016/17	REVISED	7490
2017/18	COMMUNICATIONS	2017/18	ESTIMATE	7097
2017/18	ADVERTISING & PROMOTION	2015/16	ACTUAL	2813
2017/18	ADVERTISING & PROMOTION	2016/17	ORIGINAL	3535
2017/18	ADVERTISING & PROMOTION	2016/17	REVISED	2164
2017/18	ADVERTISING & PROMOTION	2017/18	ESTIMATE	2389
2017/18	PROFESSIONAL SERVICES	2015/16	ACTUAL	58949
2017/18	PROFESSIONAL SERVICES	2016/17	ORIGINAL	56168
2017/18	PROFESSIONAL SERVICES	2016/17	REVISED	58697
2017/18	PROFESSIONAL SERVICES	2017/18	ESTIMATE	49985
2017/18	RENTALS	2015/16	ACTUAL	13665
2017/18	RENTALS	2016/17	ORIGINAL	13767
2017/18	RENTALS	2016/17	REVISED	14511
2017/18	RENTALS	2017/18	ESTIMATE	12755
2017/18	REPAIR AND MAINTENANCE	2015/16	ACTUAL	17046
2017/18	REPAIR AND MAINTENANCE	2016/17	ORIGINAL	19611
2017/18	REPAIR AND MAINTENANCE	2016/17	REVISED	18591
2017/18	REPAIR AND MAINTENANCE	2017/18	ESTIMATE	19411
2017/18	INSURANCE	2015/16	ACTUAL	11731
2017/18	INSURANCE	2016/17	ORIGINAL	9559
2017/18	INSURANCE	2016/17	REVISED	10534
2017/18	INSURANCE	2017/18	ESTIMATE	9121
2017/18	ENERGY	2015/16	ACTUAL	16140
2017/18	ENERGY	2016/17	ORIGINAL	19888
2017/18	ENERGY	2016/17	REVISED	18343
2017/18	ENERGY	2017/18	ESTIMATE	16608
2017/18	CLOTHING, UNIFORMS, LAUNDRY	2015/16	ACTUAL	786
2017/18	CLOTHING, UNIFORMS, LAUNDRY	2016/17	ORIGINAL	1075
2017/18	CLOTHING, UNIFORMS, LAUNDRY	2016/17	REVISED	1122
2017/18	CLOTHING, UNIFORMS, LAUNDRY	2017/18	ESTIMATE	1146
2017/18	MATERIALS & SUPPLIES	2015/16	ACTUAL	17008
2017/18	MATERIALS & SUPPLIES	2016/17	ORIGINAL	23437
2017/18	MATERIALS & SUPPLIES	2016/17	REVISED	23387
2017/18	MATERIALS & SUPPLIES	2017/18	ESTIMATE	23928
2017/18	EQUIPMENT PURCHASES	2015/16	ACTUAL	2568
2017/18	EQUIPMENT PURCHASES	2016/17	ORIGINAL	567
2017/18	EQUIPMENT PURCHASES	2016/17	REVISED	564
2017/18	EQUIPMENT PURCHASES	2017/18	ESTIMATE	563
2017/18	OTHER EXPENSES	2015/16	ACTUAL	2391
2017/18	OTHER EXPENSES	2016/17	ORIGINAL	3055
2017/18	OTHER EXPENSES	2016/17	REVISED	6604
2017/18	OTHER EXPENSES	2017/18	ESTIMATE	3488
2017/18	RECEIPTS TO CREDITED TO PROGRAM	2015/16	ACTUAL	0
2017/18	RECEIPTS TO CREDITED TO PROGRAM	2016/17	ORIGINAL	-16501
2017/18	RECEIPTS TO CREDITED TO PROGRAM	2016/17	REVISED	-16952
2017/18	RECEIPTS TO CREDITED TO PROGRAM	2017/18	ESTIMATE	-21272
2017/18	TRANSFERS & OTHER FUNDS	2015/16	ACTUAL	52250
2017/18	TRANSFERS & OTHER FUNDS	2016/17	ORIGINAL	58375
2017/18	TRANSFERS & OTHER FUNDS	2016/17	REVISED	58375
2017/18	TRANSFERS & OTHER FUNDS	2017/18	ESTIMATE	62085
2017/18	GOVT. GRANTS & CONTRIBUTIONS	2015/16	ACTUAL	298204
2017/18	GOVT. GRANTS & CONTRIBUTIONS	2016/17	ORIGINAL	300955
2017/18	GOVT. GRANTS & CONTRIBUTIONS	2016/17	REVISED	308879
2017/18	GOVT. GRANTS & CONTRIBUTIONS	2017/18	ESTIMATE	311428
2017/18	DEBT CHARGES	2015/16	ACTUAL	116221
2017/18	DEBT CHARGES	2016/17	ORIGINAL	129050
2017/18	DEBT CHARGES	2016/17	REVISED	121550
2017/18	DEBT CHARGES	2017/18	ESTIMATE	124050
2016/17	SALARIES	2014/15	ACTUAL	301988
2016/17	SALARIES	2015/16	ORIGINAL	322267
2016/17	SALARIES	2015/16	REVISED	313025
2016/17	SALARIES	2016/17	ESTIMATE	316116
2016/17	WAGES	2014/15	ACTUAL	81260
2016/17	WAGES	2015/16	ORIGINAL	70392
2016/17	WAGES	2015/16	REVISED	70500
2016/17	WAGES	2016/17	ESTIMATE	69397
2016/17	EMPLOYER OVERHEAD	2014/15	ACTUAL	71474
2016/17	EMPLOYER OVERHEAD	2015/16	ORIGINAL	67895
2016/17	EMPLOYER OVERHEAD	2015/16	REVISED	69057
2016/17	EMPLOYER OVERHEAD	2016/17	ESTIMATE	78511
2016/17	OTHER PERSONNEL COSTS	2014/15	ACTUAL	5460
2016/17	OTHER PERSONNEL COSTS	2015/16	ORIGINAL	6146
2016/17	OTHER PERSONNEL COSTS	2015/16	REVISED	5636
2016/17	OTHER PERSONNEL COSTS	2016/17	ESTIMATE	6240
2016/17	TRAINING	2014/15	ACTUAL	2104
2016/17	TRAINING	2015/16	ORIGINAL	3603
2016/17	TRAINING	2015/16	REVISED	3191
2016/17	TRAINING	2016/17	ESTIMATE	3006
2016/17	TRANSPORT	2014/15	ACTUAL	4757
2016/17	TRANSPORT	2015/16	ORIGINAL	3753
2016/17	TRANSPORT	2015/16	REVISED	2914
2016/17	TRANSPORT	2016/17	ESTIMATE	4519
2016/17	TRAVEL	2014/15	ACTUAL	2818
2016/17	TRAVEL	2015/16	ORIGINAL	3684
2016/17	TRAVEL	2015/16	REVISED	3574
2016/17	TRAVEL	2016/17	ESTIMATE	3030
2016/17	COMMUNICATIONS	2014/15	ACTUAL	7171
2016/17	COMMUNICATIONS	2015/16	ORIGINAL	8038
2016/17	COMMUNICATIONS	2015/16	REVISED	7907
2016/17	COMMUNICATIONS	2016/17	ESTIMATE	7484
2016/17	ADVERTISING & PROMOTION	2014/15	ACTUAL	3554
2016/17	ADVERTISING & PROMOTION	2015/16	ORIGINAL	2088
2016/17	ADVERTISING & PROMOTION	2015/16	REVISED	1881
2016/17	ADVERTISING & PROMOTION	2016/17	ESTIMATE	3556
2016/17	PROFESSIONAL SERVICES	2014/15	ACTUAL	68784
2016/17	PROFESSIONAL SERVICES	2015/16	ORIGINAL	61706
2016/17	PROFESSIONAL SERVICES	2015/16	REVISED	66899
2016/17	PROFESSIONAL SERVICES	2016/17	ESTIMATE	56278
2016/17	RENTALS	2014/15	ACTUAL	15507
2016/17	RENTALS	2015/16	ORIGINAL	15145
2016/17	RENTALS	2015/16	REVISED	14806
2016/17	RENTALS	2016/17	ESTIMATE	13768
2016/17	REPAIR AND MAINTENANCE	2014/15	ACTUAL	18342
2016/17	REPAIR AND MAINTENANCE	2015/16	ORIGINAL	20462
2016/17	REPAIR AND MAINTENANCE	2015/16	REVISED	20096
2016/17	REPAIR AND MAINTENANCE	2016/17	ESTIMATE	19732
2016/17	INSURANCE	2014/15	ACTUAL	9020
2016/17	INSURANCE	2015/16	ORIGINAL	9185
2016/17	INSURANCE	2015/16	REVISED	10766
2016/17	INSURANCE	2016/17	ESTIMATE	9566
2016/17	ENERGY	2014/15	ACTUAL	18064
2016/17	ENERGY	2015/16	ORIGINAL	18539
2016/17	ENERGY	2015/16	REVISED	19121
2016/17	ENERGY	2016/17	ESTIMATE	20234
2016/17	CLOTHING, UNIFORMS, LAUNDRY	2014/15	ACTUAL	1703
2016/17	CLOTHING, UNIFORMS, LAUNDRY	2015/16	ORIGINAL	1140
2016/17	CLOTHING, UNIFORMS, LAUNDRY	2015/16	REVISED	1049
2016/17	CLOTHING, UNIFORMS, LAUNDRY	2016/17	ESTIMATE	1090
2016/17	MATERIALS & SUPPLIES	2014/15	ACTUAL	24191
2016/17	MATERIALS & SUPPLIES	2015/16	ORIGINAL	22772
2016/17	MATERIALS & SUPPLIES	2015/16	REVISED	22991
2016/17	MATERIALS & SUPPLIES	2016/17	ESTIMATE	23674
2016/17	EQUIPMENT PURCHASES	2014/15	ACTUAL	628
2016/17	EQUIPMENT PURCHASES	2015/16	ORIGINAL	513
2016/17	EQUIPMENT PURCHASES	2015/16	REVISED	534
2016/17	EQUIPMENT PURCHASES	2016/17	ESTIMATE	567
2016/17	OTHER EXPENSES	2014/15	ACTUAL	1878
2016/17	OTHER EXPENSES	2015/16	ORIGINAL	3261
2016/17	OTHER EXPENSES	2015/16	REVISED	3392
2016/17	OTHER EXPENSES	2016/17	ESTIMATE	3061
2016/17	RECEIPTS TO CREDITED TO PROGRAM	2014/15	ACTUAL	0
2016/17	RECEIPTS TO CREDITED TO PROGRAM	2015/16	ORIGINAL	-19245
2016/17	RECEIPTS TO CREDITED TO PROGRAM	2015/16	REVISED	-14402
2016/17	RECEIPTS TO CREDITED TO PROGRAM	2016/17	ESTIMATE	-19141
2016/17	TRANSFERS & OTHER FUNDS	2014/15	ACTUAL	47669
2016/17	TRANSFERS & OTHER FUNDS	2015/16	ORIGINAL	52250
2016/17	TRANSFERS & OTHER FUNDS	2015/16	REVISED	52250
2016/17	TRANSFERS & OTHER FUNDS	2016/17	ESTIMATE	58375
2016/17	GOVT. GRANTS & CONTRIBUTIONS	2014/15	ACTUAL	296390
2016/17	GOVT. GRANTS & CONTRIBUTIONS	2015/16	ORIGINAL	291400
2016/17	GOVT. GRANTS & CONTRIBUTIONS	2015/16	REVISED	298909
2016/17	GOVT. GRANTS & CONTRIBUTIONS	2016/17	ESTIMATE	300955
2016/17	DEBT CHARGES	2014/15	ACTUAL	113223
2016/17	DEBT CHARGES	2015/16	ORIGINAL	117619
2016/17	DEBT CHARGES	2015/16	REVISED	116250
2016/17	DEBT CHARGES	2016/17	ESTIMATE	129050
2015/16	SALARIES	2013/14	ACTUAL	309981
2015/16	SALARIES	2014/15	ORIGINAL	325042
2015/16	SALARIES	2014/15	REVISED	320365
2015/16	SALARIES	2015/16	ESTIMATE	322267
2015/16	WAGES	2013/14	ACTUAL	83382
2015/16	WAGES	2014/15	ORIGINAL	72313
2015/16	WAGES	2014/15	REVISED	75617
2015/16	WAGES	2015/16	ESTIMATE	70392
2015/16	EMPLOYER OVERHEAD	2013/14	ACTUAL	72664
2015/16	EMPLOYER OVERHEAD	2014/15	ORIGINAL	72950
2015/16	EMPLOYER OVERHEAD	2014/15	REVISED	70889
2015/16	EMPLOYER OVERHEAD	2015/16	ESTIMATE	67895
2015/16	OTHER PERSONNEL COSTS	2013/14	ACTUAL	5645
2015/16	OTHER PERSONNEL COSTS	2014/15	ORIGINAL	6939
2015/16	OTHER PERSONNEL COSTS	2014/15	REVISED	6174
2015/16	OTHER PERSONNEL COSTS	2015/16	ESTIMATE	6146
2015/16	TRAINING	2013/14	ACTUAL	2491
2015/16	TRAINING	2014/15	ORIGINAL	6678
2015/16	TRAINING	2014/15	REVISED	4421
2015/16	TRAINING	2015/16	ESTIMATE	3603
2015/16	TRANSPORT	2013/14	ACTUAL	4534
2015/16	TRANSPORT	2014/15	ORIGINAL	4489
2015/16	TRANSPORT	2014/15	REVISED	4432
2015/16	TRANSPORT	2015/16	ESTIMATE	3753
2015/16	TRAVEL	2013/14	ACTUAL	3311
2015/16	TRAVEL	2014/15	ORIGINAL	4079
2015/16	TRAVEL	2014/15	REVISED	4394
2015/16	TRAVEL	2015/16	ESTIMATE	3684
2015/16	COMMUNICATIONS	2013/14	ACTUAL	8404
2015/16	COMMUNICATIONS	2014/15	ORIGINAL	8745
2015/16	COMMUNICATIONS	2014/15	REVISED	8411
2015/16	COMMUNICATIONS	2015/16	ESTIMATE	8038
2015/16	ADVERTISING & PROMOTION	2013/14	ACTUAL	16968
2015/16	ADVERTISING & PROMOTION	2014/15	ORIGINAL	2564
2015/16	ADVERTISING & PROMOTION	2014/15	REVISED	6460
2015/16	ADVERTISING & PROMOTION	2015/16	ESTIMATE	2088
2015/16	PROFESSIONAL SERVICES	2013/14	ACTUAL	81469
2015/16	PROFESSIONAL SERVICES	2014/15	ORIGINAL	68860
2015/16	PROFESSIONAL SERVICES	2014/15	REVISED	74629
2015/16	PROFESSIONAL SERVICES	2015/16	ESTIMATE	61706
2015/16	RENTALS	2013/14	ACTUAL	16696
2015/16	RENTALS	2014/15	ORIGINAL	17013
2015/16	RENTALS	2014/15	REVISED	16772
2015/16	RENTALS	2015/16	ESTIMATE	15145
2015/16	REPAIR AND MAINTENANCE	2013/14	ACTUAL	16908
2015/16	REPAIR AND MAINTENANCE	2014/15	ORIGINAL	21754
2015/16	REPAIR AND MAINTENANCE	2014/15	REVISED	21919
2015/16	REPAIR AND MAINTENANCE	2015/16	ESTIMATE	20462
2015/16	INSURANCE	2013/14	ACTUAL	11984
2015/16	INSURANCE	2014/15	ORIGINAL	9998
2015/16	INSURANCE	2014/15	REVISED	9845
2015/16	INSURANCE	2015/16	ESTIMATE	9185
2015/16	ENERGY	2013/14	ACTUAL	20120
2015/16	ENERGY	2014/15	ORIGINAL	21264
2015/16	ENERGY	2014/15	REVISED	20719
2015/16	ENERGY	2015/16	ESTIMATE	18539
2015/16	CLOTHING, UNIFORMS, LAUNDRY	2013/14	ACTUAL	1858
2015/16	CLOTHING, UNIFORMS, LAUNDRY	2014/15	ORIGINAL	1470
2015/16	CLOTHING, UNIFORMS, LAUNDRY	2014/15	REVISED	1350
2015/16	CLOTHING, UNIFORMS, LAUNDRY	2015/16	ESTIMATE	1140
2015/16	MATERIALS & SUPPLIES	2013/14	ACTUAL	23060
2015/16	MATERIALS & SUPPLIES	2014/15	ORIGINAL	25006
2015/16	MATERIALS & SUPPLIES	2014/15	REVISED	25215
2015/16	MATERIALS & SUPPLIES	2015/16	ESTIMATE	22772
2015/16	EQUIPMENT PURCHASES	2013/14	ACTUAL	869
2015/16	EQUIPMENT PURCHASES	2014/15	ORIGINAL	664
2015/16	EQUIPMENT PURCHASES	2014/15	REVISED	555
2015/16	EQUIPMENT PURCHASES	2015/16	ESTIMATE	513
2015/16	OTHER EXPENSES	2013/14	ACTUAL	3368
2015/16	OTHER EXPENSES	2014/15	ORIGINAL	3595
2015/16	OTHER EXPENSES	2014/15	REVISED	3894
2015/16	OTHER EXPENSES	2015/16	ESTIMATE	3261
2015/16	RECEIPTS TO CREDITED TO PROGRAM	2013/14	ACTUAL	0
2015/16	RECEIPTS TO CREDITED TO PROGRAM	2014/15	ORIGINAL	-18871
2015/16	RECEIPTS TO CREDITED TO PROGRAM	2014/15	REVISED	-19080
2015/16	RECEIPTS TO CREDITED TO PROGRAM	2015/16	ESTIMATE	-19245
2015/16	TRANSFERS & OTHER FUNDS	2013/14	ACTUAL	37625
2015/16	TRANSFERS & OTHER FUNDS	2014/15	ORIGINAL	47693
2015/16	TRANSFERS & OTHER FUNDS	2014/15	REVISED	47669
2015/16	TRANSFERS & OTHER FUNDS	2015/16	ESTIMATE	52250
2015/16	DEBT CHARGES	2013/14	ACTUAL	109704
2015/16	DEBT CHARGES	2014/15	ORIGINAL	113735
2015/16	DEBT CHARGES	2014/15	REVISED	113500
2015/16	DEBT CHARGES	2015/16	ESTIMATE	117619
